sent_to,count
Connect Plus (M25) Limited,1
Connectivity and Environment,1
Constable of Lincolnshire,1
Construction Industry Council,1
Chief Probation Officer for England and Wales,1
"Chief Nursing Officer, NHS North-East London Integrated Care Board",1
Care UK Limited,1
Central and North West London Mental Health Trust,1
Central & North West London NHS NHS Trust,1
Central Bedfordshire Council,1
Central England Co-operative,1
Betsi Cadwaladr University NHS Trust,1
Central Medical Services,1
Betsi Cadwaladr University Health Board (BCUHB) ,1
Central Northwest London NHS Foundation Trust,1
Central Surgery,1
Central and North West Hospital NHS Trust,1
Betfair,1
Chartered Institution of Waste Management,1
Ceredigion County Council,1
Chair of Association of Ambulance Chief Executives,1
Chalfont Road Surgery,1
Change Glow Live,1
Change Grow Live,1
Change Grow Live (Surrey and Borders NHS Trust),1
Channel Swimming Pilot Federation,1
Charing Healthcare,1
Charity Commission for England and Wales,1
Centra Support,1
Cedar Care Home,1
Cator Medical Centre,1
Catholic Standards Safeguarding Agency,1
Care UK Ltd ,1
Care UK ,1
Care4U Healthcare ,1
Careline365,1
Caremark (Chiltern & Tree Rivers)  ,1
Carewatch,1
Careworld London Limited,1
Carillion,1
Caring Homes Healthcare Group Limited,1
Caring UK,1
Carlsberg Supply Co Ltd,1
Carlton House Rest Home,1
Carmarthenshire County Council County Hall,1
Carralejo Fuerteventura,1
Carrington Doors,1
Castle Rock Group,1
Castlefields Health Centre,1
Castlegate & Derwent Surgery,1
Caterlink,1
Chartered Institute of Highways and Transportation,1
Chartered Insurance Institute,1
Chief Midwife,1
Chief Executive of the Nursing and Midwifery Council (NMC),1
Chief Executive Of Velindre University Nhs Trust,1
"Chief Executive Officer, Barts Health NHS Foundation",1
Chief Executive Oldham Borough Council,1
Chief Executive Pennine Care NHS Foundation Trust,1
Chief Executive Whittington Health NHS Trust Whittington Hospital ,1
Chief Executive of Dorset Healthcare University NHS Foundation Trust (DHUFT),1
Chief Executive of National Institute for Health and Care Excellence (NICE),1
Chief Executive of Worcestershire County Council,1
Chief Executive of the General Medical Council (GMC),1
Chief Executive – Hull Royal Infirmary,1
Chartered Trading Standards Institute,1
"Chief Executive, CQC",1
"Chief Executive, Care Quality Commission,",1
"Chief Executive, Integrated Care Board",1
"Chief Executive, Rotherham Metropolitan Borough Council",1
Chief Fire Officer,1
Chief Fire Officers Association,1
Chief Fire and Rescue Officer,1
Chief Inspector of Prisons,1
Chief Medical Officer for North West Anglia Foundation Trust,1
Chief Executive Of Aneurin Bevan University Health Board,1
Chief Executive North West Ambulance Service,1
Chief Executive Hertfordshire County Council,1
Chief Executive Health Education,1
Chelsea & Westminster Hospital,1
Chelsea and Westminster Hospitals NHS Trust,1
Chelsea and Westminster NHS Foundation Trust,1
Chelsfield Surgery,1
Chemical Business Association,1
Cherish Home Care,1
Cherry Orchard Nursing Home,1
Cheshire Constabulary ,1
Cheshire Council,1
Cheshire Fire and Rescue,1
Cheshire Police,1
Cheshire West and Chester Council,1
Cheshire Wirral Partnership,1
Cheshire and Merseyside Integrated Care Board,1
Chester Hospital NHS Trust,1
Chesterfield Borough Council,1
Chief Constable Greater Manchester Police,1
Chief Constable of Warwickshire Police,1
Chief Coroner of England and Wales,1
Barchester Healthcare Ltd ,1
Greater Manchester Integrated Care Partnership ,1
New Cross Hospital NHS Trust,1
Marble Ideas Ltd,1
Manchester Police,1
Manchester Royal Infirmary,1
Manchester United Football Club,1
Manchester University Foundation Trust (MFT),1
Mandeville Grange Nursing Home  ,1
Manor Field Surgery,1
Manor Park Residential Home,1
Mansfield District Council,1
Mansfield and Ashfield Clinical Commissioning Group,1
Maria Mallaband Care Group,1
Manchester Airport Group,1
Marine Lake Medical Practice,1
Maritime & Coastguard Agency,1
Avon and Salisbury Constabulary,1
Marks and Spencer,1
Martin-Baker,1
Masta Limited,1
Maurice Mason Ltd,1
Mayday Group,1
Mayday Health Care Plc,1
Manchester Medical Service,1
"Managing Director, Sussex Medical Chambers",1
Langford Centre,1
MJ Events,1
M C Federation,1
MAC Skip Hire Limited,1
MAPP,1
MHRA,1
Avon and Wiltshire NHS Trust,1
MHRA ,1
MHSC,1
MIRUS Wales,1
MITIE,1
MPS Investments Ltd,1
Managing Director of Cegedim,1
MRHA,1
Macklin Street Surgery,1
Macmillan Cancer Support,1
Maesteg Comprehensive School,1
1 [REDACTED],1
Avon and Wiltshire Mental Health Partnership Trust,1
Major retailers of e-scooters,1
Malhorta Group,1
"Managing Director 
Northern Railway  
5th Floor 
Northern House 
9 Rougier Street  
York 
YO1 6HZ ",1
Mayfield Care Home,1
Maylands Health Care,1
Maylands Healthcare Surgery,1
Merthyr Tydfil County Borough Council ,1
Avery Healthcare,1
Medway Youth Offending Team,1
Melbourne Ambulance Station,1
Mental Health Directorate,1
Mercedes-Benz,1
Merlin Entertainment Limited,1
Mersey Care NHS Trust,1
Merseyside Passenger Transport Authority,1
Merthyr Tydfil County Borough Council,1
Meta Platforms,1
Meadbank Care Home,1
Metalchem Ltd,1
Metropolis,1
Avenue House Nursing and Care Home,1
Auto Cycle Union,1
Metropolitan Police Service (MPS),1
Metropolitan Police Service ,1
MiHomecare,1
Audlem Medical Practice,1
Mid & South Essex NHS Trust ,1
Medway Council,1
Medway Community Healthcare,1
Medico Legal Manager,1
Avery Healthcare Group,1
Meade Close Care Home,1
Meanwood Group Practice  ,1
MedPure Healthcare,1
Medica Reporting Ltd,1
Medica Reporting Service,1
Medical Care Council,1
Medical Centre Stalybridge,1
"Medical Director, Leeds Teaching Hospitals, NHS Trust",1
Medical Engineer,1
Medical Officer Welsh Government,1
Medical Protection Society,1
Medical Research Council,1
Medical Schools Council,1
Medicine and Health Care Products Regulatory Agency,1
Avon Care Home Limited,1
Medicines UK,1
Medicines and Health Regulatory Authority,1
Medicines and Healthcare Products Regulatory Agency (MHRA),1
Medicines and Healthcare Projects Regulation Authority,1
M & S Water Services,1
Lynmere Nursing home,1
Luton Community Housing Ltd,1
Lime Tree Surgery,1
Leonard Cheshire,1
Level Crossing and Public Safety,1
Lifeshield Medical Services Limited,1
Lifeskills,1
Lifestar Medical Limited,1
Lifestyle Care PLC,1
Lifeway Care Ltd ,1
Liftmaster Servicing,1
Lightwater Quarries Limited,1
Lincolnshire Community Health Services,1
Litch Care for Action,1
BARCHESTER HEALTHCARE LIMITED ,1
Lincolnshire East Clinical Commissioning Group,1
Lincolnshire Hospitals NHS Trust,1
Lincolnshire Integrated Care Board,1
B & D Civil Engineering Limited,1
Lincs Firwood Co Ltd,1
Linden House Surgery,1
Linden Medical Group – Stapleford Care Centre,1
Lisson Grove Health Centre,1
Leigh NHS Foundation Trust,1
Leicestershire and Rutland Integrated Care Board,1
BARDOC,1
Leicestershire Local Safeguarding Board,1
Lapal House and Lodge Care Home,1
Lawn Tennis Association,1
Lean on Me Care Agency,1
Learning Together Network CIC,1
BMA and RCGP,1
Leeds City Council Highways Department,1
Leeds City Council ,1
Leeds Community Healthcare NHS Trust,1
Leeds Martial Arts College,1
Leeds Survivor-Led Crisis Service (Leeds OASIS),1
Leeds Teaching Hospitals,1
BLMK Integrated Care Board,1
Leeds Teaching hospitals and York Hospital Legal trust,1
Leeds and Yorkshire Partnership Foundation Trust (Intensive Supportive Service),1
Leek Health Centre,1
Leicester Campaign Cycling Group,1
Leicester NHS Trust,1
Leicestershire County Council,1
Leicestershire County Council ,1
Lister House Oakwood,1
Little Trethew Horningtops,1
Luton & Dunstable University Hospital NHS Trust,1
London and South Eastern Railway,1
London Borough of Waltham Forest,1
London Borough of Wandsworth,1
London Bridge Hospital,1
London Central & West Unscheduled Care Collaborative,1
Axminster Medical Practice,1
London Fire Brigade (LFB),1
London Metropolitan Police ,1
London North Western Railways,1
London Royal Borough of Greenwich,1
London’s Air Ambulance,1
Littleborough Care Home,1
Long Furlong Medical Centre,1
Longshoot Health Centre,1
Longton Police Station,1
Low Moor Medical Practice,1
Lower Clapton Group Practice,1
Ludlow Street Healthcare,1
Lukka Care Homes Limited ,1
Lundbeck Limited,1
Luton & Dunstable NHS Trust,1
London Borough of Richmond upon Thames,1
London Borough of Lewisham Adult Care Services,1
London Borough of Islington,1
London Borough of Hammersmith & Fulham,1
LivaNova UK Limited ,1
Liverpool Heart and Chest Hospital NHS Trust,1
Liverpool Womens Hospital,1
Livewell South West,1
Local Authority for Stoke on Trent,1
Local Health Board,1
Local Pharmacy Commission,1
Locala,1
Lockfield Surgery,1
Lodge Road Surgery,1
Ayurvedic Professionals Association,1
London Borough Hackney,1
London Borough of Barking and Dagenham,1
London Borough of Bexley,1
London Borough of Bromley,1
London Borough of Croydon,1
London Borough of Croydon ,1
London Borough of Ealing,1
London Borough of Hackney ,1
Mid Cheshire Hospitals NHS Foundation Trust,1
Mid Cheshire NHS Trust,1
Mid Essex Clinical Commissioning Group Trust,1
NRS Healthcare,1
NHS Staffordshire and Stoke-on-Trent ICB,1
NHS Stockport Clinical Commission Group,1
NHS Sussex,1
NHS University Hospitals Trust Plymouth ,1
Association of Anaesthetists of GB and Ireland,1
NHS Wales Shared Services Partnership,1
NICE ,1
NORTHAMPTON GENERAL HOSPITAL NHS TRUST ,1
NPS/NOMS,1
NSL Care Services,1
National Express West Midlands,1
Nant y Gaer Hall Nursing Home,1
National Ambulance Service,1
Association of Anaesthetists Great Britain and Ireland,1
National Autistic Society,1
National Care Consortium Ltd,1
National Child Safeguarding Review Panel,1
National Clinical Director for Children & Young People,1
National Coasteering Charter,1
National Director FOR Mental Health,1
NHS Specialist Pharmacy Service,1
NHS Southern Derbyshire Clinical Commissioning Group,1
NHS South Sefton Clinical Commissioning Group,1
"NHS Shropshire, Telford and Wrekin ICB",1
Association of Chief Fire Officers,1
NHS Greater Manchester Integrated Care Partnership Board,1
NHS Hardwick,1
NHS Herefordshire and Worcestershire ICB,1
Association of British Travel Agents,1
NHS Kernow,1
NHS Lewisham Commissioning Group,1
NHS Lincolnshire West Clinical Commissioning Group,1
NHS Norfolk,1
NHS North Norfolk Clinical Commissioning Group,1
NHS North Western Deanery,1
Association of British Neurologist,1
NHS Nottingham,1
NHS Pathways.,1
NHS Pathways/ NHS Digital,1
NHS Pathways ,1
NHS Professionals Limited,1
NHS Professionals Ltd,1
"NHS Quality, Safety and Investigations",1
National Diving and Activity Centre,1
National Fire Chiefs’ Council,1
NHS England: Department of Health,1
NaturPlus UK,1
National Rail Infrastructure Limited,1
National Referral Support Service,1
National Register of Communication Professionals working with Deaf and Deafblind people (NRCPD),1
National Research Ethics Service,1
National Screening Committee,1
National Society for the Prevention of Cruelty to Children,1
National Trading Standards Board,1
National Tree Safety Group,1
National Water Safety Forum,1
Navigo,1
National General Medical Council,1
Neasham Road Surgery,1
Neath Port Talbot Council,1
Neath Port Talbot County Borough Council,1
Neonatal Network,1
Network Agencies Estate Agents,1
Ashton Lodge Care Home ,1
Network Rail ,1
Neville Hall Hospital,1
New Court Surgery,1
National Rail,1
Aspray House Nursing Home ,1
National Police Council,1
Association Ambulance Chief Executives,1
National Grid,1
National Health Service,1
National Highways Limited,1
National Highways Midlands region,1
Association of Ambulance Chief Executives  ,1
National Infusion and Vascular Access Society,1
National Institute for Cardiovascular Outcomes Research,1
Association of Ambulance,1
National Institute for Health and Care Excellence (NICE),1
National Institute for Health care and Research,1
National Institute for Healthcare and Clinical Excellence,1
Association for Petroleum and Explosives Administration,1
"National Medical Director, NHS England",1
National Medical Examiner,1
National Open College Network as part of the Construction Plant Competence Construction Scheme,1
National Pharmaceutical Association,1
National Pharmacy Association,1
National Plant Operators Scheme,1
National Police Air Service,1
NHS England: Wales and Scotland,1
NHS England  ,1
Attleborough Surgery,1
Minister of State for Care and Mental Health,1
Athena Care Homes (UK) Limited,1
Aston Medical School,1
Milton Keynes Urgent Care Service ,1
"Minister for Education, Wales",1
Minister for Health,1
Minister for Health Welsh Assembly Government,1
Minister for Health and Social Services,1
Minister for Prisons,1
Minister of Defence,1
Minister of State for Children and Families,1
Ministry of Defence ,1
"Minister of State for Disabled People, Health and Work",1
"Minister of State for Education, Department of Education, Orchard House, 20 Great Smith St, London SW1P 3BT",1
Minister of State for Victims and Sentencing,1
"Minister of State, Minister for Social Security and Disability, Department for Work and Pensions, Caxton House, Tothill Street, London SW1H 9NA",1
Minister of Suicide Prevention,1
Ministry for Housing and Local Government,1
Association of the British Pharmaceutical Industry,1
"Ministry of Culture, Tourism and Civil Aviation",1
Association of Train Operating Companies,1
Milton Keynes City Council ,1
Milton Keynes City Council,1
Milton Keynes Adult Social Care,1
Mills Family Ltd,1
Mid and South Essex Integrated Care Board,1
Atrumed Ltd,1
Mid and West Wales Fire and Rescue Service,1
Middlesbrough Council,1
Midgehole Working Mens Club,1
Midlands Partnership NHS Foundation Trust ,1
Midlands Partnership NHS Foundation trust,1
Midlands Partnership Trust,1
Atlantic Reach Limited,1
Midlands and Lancashire Commissioning Support Unit,1
Midway Pharmacy,1
Midwifery and Maternity Portsmouth Hospitals NHS Trust,1
Mildmay Medical Practice,1
Milestones Trust,1
Milford House Care Home,1
Military Aviation Authority,1
Military of Defence,1
Mill View Nursing Home,1
Millbrook Healthcare Limited,1
Ministry of Defence ,1
Association of Police and Crime Commissioners,1
NHS England and Tatiana Aesthetic Dermatology Clinic,1
Association of Independent Gas Transporters,1
Mylan Pharmaceuticals,1
NAViGO Grimsby,1
NEAS Foundation Trust,1
NEAS NHS Trust,1
NEATH PORT TALBOT COUNCIL,1
NHS 111,1
NHS Birmingham and Solihull ICB,1
NHS Black Country ICB,1
Association of Manufacturers Of Domestic Appliances,1
NHS Coastal West Sussex Clinical Commissioning Group,1
"Ministry of Housing,",1
NHS Coventry and Warwickshire ICB,1
NHS Derby & Derbyshire Clinical Commissioning Group,1
"Association of Directors of Environment, Economy, Planning & Transport",1
NHS East Leicestershire and Rutland CGC,1
Association of Directors of Adult Social Services,1
Association of Coloproctology of Great Britain and Ireland,1
NHS England Improvement (PFDs),1
NHS England NHS Improvements,1
Association of Coloproctology of Great Britain,1
My The Orchards Ltd,1
My Care Ltd,1
Musgrove Park Hospital ,1
Mundesley Medical Centre,1
Association of Manufacturers of Domestic Electrical Appliances,1
Ministry of Justice (Coroners),1
Ministry of Justice/HMP Wandsworth,1
Minster Care Group,1
Mitie Care & Custody,1
Mitie Care and Custody Ltd,1
Mitie Group,1
Monmouth County Council,1
Moorbridge School,1
Moorfield House Surgery,1
Moorfields Eye Hospital NHS Foundation Trust,1
Morecambe Bay Clinical Commissioning Group,1
Morton Hall Immigration Removal Centre,1
Moss Farm,1
Motor Cross Federation,1
Motorsport UK,1
Mount Vernon Hospital,1
Mountfield Surgery,1
Mulberry Court Care Home,1
Langley Health Centre,1
Langdon Hospital,1
Greater Manchester Mental Health & Social Care Trust,1
Harrogate & Rural District Clinical Commissioning Group,1
Handicare Accessibility Ltd,1
Hands of Light Academy,1
Happy at Home Community Care Services Ltd ,1
Harbour Health Care Limited,1
Harbour Healthcare Limited,1
Harden & Bingley Park Ltd,1
Haringey Council,1
Harmoni HS,1
Harmoni South East,1
Harrogate Borough council,1
Hampshire and Isle of Wight Healthcare Foundation NHS Trust,1
Harrogate District Hospital,1
Harry Sotnick House,1
Hart Care Nursing and Residential Home,1
Hartlepool Borough Council,1
Hartlepool Council,1
Hatton Traffic Management,1
Haughton Thornley Medical Centres,1
Haulage Contractors  Limited,1
Haven Day Care Centre,1
Hampshire and Isle of Wight Integrated Care Board,1
Hampshire and IOW Constabulary,1
Landsec,1
Hackney Carriage Association for the area of Kingston Upon Hull,1
Bailey Trailers Ltd,1
HMPPS ,1
HMPS,1
HMYOI Cookham Wood,1
HSB Engineering Insurance Services Limited,1
HSE,1
HSIB,1
HUTH,1
Hackney Alcohol Recovery Centre,1
Hainault Surgery,1
Hampshire Police Constabulary,1
Halfords Group PLC,1
Halton Clinical Commissioning Group,1
Hamerton Zoological Park,1
Hamilton Community Homes Ltd,1
Hampshire & Isle of Wight Constubulary,1
Hampshire Constabulary Police,1
Hampshire Highways,1
Hampshire NHS Trust,1
Hampshire Police,1
Havering Highways,1
Havering and Redbridge University Hospitals NHS Trust,1
Hawthorn Green Care Home,1
Heritage Attractions Ltd,1
Heaton Norris Health Centre,1
BUPA Care Homes,1
Hempstead Valley Shopping Centre,1
Henning Hall Nursing Home,1
Hereford County Hospital,1
Hereford Medical Group,1
Herefordshire Clinical Commission Group,1
BUPA Ardenlea Grove Nursing Home,1
Herefordshire and Worcestershire Healthy Minds,1
Herries Lodge Care Home,1
Haywood Hospital,1
Hertfordshire & West Essex Integrated Care Board,1
Hertfordshire Trading Standards,1
Herts Urgent care Limited,1
Hewett School,1
Heywood Health,1
Hibiscus Housing Association Limited,1
High Commissioner for Saint Lucia to the UK,1
High Meadows Care Home,1
High St Surgery,1
Heaton Moor Medical Group,1
Heaton Moor Medical Centre,1
Heaton Medical Centre,1
Heathrow Airport,1
Hazelmere Medical Centre,1
"Head of Healthcare, HMP Leeds",1
Head of Safeguarding,1
Head of the Roman Catholic Church of England and Wales,1
Health Education East of England,1
Backhouse Jones,1
Health Education and Improvement Wales,1
Health Services Safety Investigations Board,1
Health Services Safety Investigations Body (HSSIB),1
Health and Communities Wakefield,1
Health and Housing – Central Bedfordshire,1
BUPA UK Provision,1
Healthcare Care UK,1
Healthcare Management Solutions Ltd,1
Healthcare Quality Improvement Partnership Ltd,1
BUPA UK,1
BUPA Care Services,1
"Heath Secretary, Department of Health",1
Heathcotes Group,1
HMP YOI Portland,1
HMP YOI Glen Parva,1
HMP Wormwood Scrubs ,1
HM Prison & Probation Service,1
HCA Health Care UK,1
HCA Healthcare UK,1
HCRG,1
HCRG Care Group,1
HCRG Care Services Ltd,1
HICA Group,1
HM Inspectorate of Probation,1
HM Principle Specialist Inspector,1
HM Prison,1
HM Prison & Probation Service ,1
HMP Berwyn,1
HM Prison Bedford,1
HM Prison Leeds,1
HM Prison Pentonville,1
HM Prison Usk,1
HM Prison Wakefield,1
HM Prison Wealstun,1
Banes Park and Services,1
HM YOI Glen Parva,1
HM Youth Offenders Institute Hindley,1
HC-One Limited,1
HC-One Healthcare Company,1
HC-One,1
Bank Close House Residential Care Home,1
Bannau Brycheiniog National Park,1
Greater Manchester Mental Health NHS Foundation Trust (GMMH),1
Greater Manchester Mental Health and Social Care,1
Bannatyne Group,1
Greater Manchester Police ,1
Greater Manchester Stroke Operational Delivery Network,1
Green Lane Care Homes Limited,1
Green Porch Medical Centre,1
Green Range Limited ,1
Green Surgery,1
Greenbrook Healthcare,1
Greenrod Place,1
Guest Medical,1
Guildford and Waverley Clinical Commissioning Group,1
Guinness Care,1
Gwern Alyn House Residential Home,1
Gwynedd Council,1
H R Healthcare Limited,1
HAE Ltd,1
Banes Highways,1
HMP Bristol,1
Balfour Beatty Route Manager,1
HMP Stoke Health,1
HMP Nottingham,1
HMP Parc,1
Bampton Surgery,1
HMP Ranby,1
HMP Ranby ,1
HMP Rochester ,1
HMP Rye Hill,1
HMP Ryehill,1
HMP Stoke,1
HMP Stoke Heath,1
HMP Bullingdon,1
HMP Styal,1
HMP Thameside,1
HMP The Mount,1
HMP Usk,1
HMP Wakefield,1
Bamford Grange Nursing Home,1
HMP Wayland,1
Bamford Grange Care Home,1
"HMP Woodhill,",1
HMP Northumberland,1
HMP North Sea Camp,1
HMP Lowdham Grange ,1
HMP Lowdham Grange,1
HMP Cardiff,1
HMP Coldingley,1
HMP Cookham Wood,1
HMP Dartmoor,1
HMP Downview,1
HMP Eastwood Park,1
HMP Elmley ,1
HMP Featherstone,1
HMP Forest Bank,1
HMP Frankland,1
HMP Grendon,1
HMP Guys Marsh Prison,1
HMP Highpoint,1
HMP Humber,1
HMP Lancaster Farms,1
HMP Leicester,1
HMP Lincoln,1
HMP Liverpool,1
Banes Clinical Commissioning Group,1
Highgate Care Home,1
Highgrove Rest Home,1
Highlands and Trafalgar Square Surgery,1
John Stanley Agency,1
James Paget University NHS Foundation Trust ,1
Jeesal Residential Care Services,1
Jesta Capital Corporation,1
Jet2.com Ltd,1
Jigsaw Homes Group,1
Jigsaw Homes Tameside,1
Jockey Club,1
John Radcliffe Hospital,1
John Somerscales Ltd,1
Johnnie Johnson Housing,1
Kenny & Murphy Limited ,1
Johnson and Johnson Medical Devices,1
Joint Advisory Group on GI Endoscopy,1
Joint Select Committee for the Draft Online Safety Bill,1
Jubilee Court Nursing Home,1
Jubilee Gardens Care Centre,1
Jubilee Stores,1
Jurys Inn Birmingham,1
Just Eats,1
Kendal Calling,1
James Cook University Hospital,1
Jaguar Land Rover ,1
JV Ltd,1
JHS Contracts,1
Intensive Care Medicine,1
Intensive Care Society of England and Wales,1
Internation Scientific Supplies Ltd,1
International Maritime Organisation,1
International Organization of Motor Vehicle manufacturers,1
Interweave,1
Invacare Rehabilitation,1
Ipswich Hospital,1
Irish Aviation Authority,1
Isle of Wight Adult Safeguarding Team,1
Isle of Wight Ambulance Service,1
Isle of Wight Highways Department,1
BMI Hospitals,1
Islington Council,1
Islington Council ,1
Islington Social Services,1
Iveagh Surgery,1
J A Mitchell & Sons,1
JD Wetherspoon PLC,1
Kendray Hospital,1
Kent & Medway NHS & Social Care Partnership Trust,1
Integrated Care Board (NHS North East and North Cumbria),1
Lambeth Borough Council,1
LANTRA,1
LAS Legal Services,1
LEC Refrigeration,1
LNER,1
LPFT Legal Services,1
LTE Group,1
LTHTR,1
Laing O’Rourke UK & Europe,1
Lakeview Care Home,1
Lambeth Council,1
Kent Central Ambulance Service   ,1
Lambton Care Home,1
Lambton House LTD,1
Lancashire Care Foundation Trust,1
Lancashire Teaching Hospital,1
Lancashire and South Cumbria NHS Foundation Trust,1
Lancs & Cumbria Lifts UK Ltd,1
Land Owner,1
Lands End Resort,1
"Lands, Estates and Property Housing and Land Directorate, Greater London Authority",1
L&Q Group Housing,1
Kockey Road Medical Centre,1
Knowle House Surgery,1
Kirby Road Surgery,1
Kent Community Health NHS Foundation Trust,1
BMI Hospital Thornbury,1
Kent and Canterbury Hospital,1
Kent and Medway Cancer Collaborative,1
Kent and Medway Mental Health Directorate,1
Kent and Medway Mental Health Trust,1
BMI Healthcare Limited,1
BMI Healthcare,1
Kier Highways Ltd,1
Killick Street Health Centre,1
Kindandental,1
King Street Medical Centre,1
King Street Medical Practice,1
Kingkabs ,1
BMI Health Care,1
Kingsley Care Home,1
Kingston Council,1
Kingston Hospital NHS Trust,1
Kingston Upon Hull Council,1
Integrated Health Board NHS Sussex,1
Integrated Care Board,1
BT,1
BNF Publications,1
Home Affairs,1
Home Care Support Limited,1
Home Department,1
Home Dot Care Limited,1
Home Farm Trust Limited,1
Home Group,1
Home Group Limited ,1
Home Instead Senior Care,1
BOC Limited,1
Homerton Healthcare NHS Foundation Trust,1
Housing of Vulnerable People (Building Safety),1
Homerton University Hospital NHS Trust ,1
Homerton University NHS Trust,1
Honda UK,1
Hopwood House Medical Practice,1
Horsham and Mid Sussex Clinical Commissioning Group,1
"Hospital Manager, Goring Hall",1
Hospital NHS Trust Derriford Hospital,1
Hotpoint UK Appliances Limited,1
Hoults Limited,1
Holy Cross Hospital,1
Holmleigh Care Homes Ltd,1
Holmes Care Group Limited,1
Holme Farm,1
Highways Agency Essex County Council,1
"Highways Authority, Cornwall Council",1
Highways Department Birmingham City Council,1
Highways Department ,1
BSI Group,1
Highways England National Traffic Operations Centre,1
Highways England ,1
Highways Infrastructure Development and Waste,1
"Highways and Infrastructure, Birmingham City Council",1
Hillbrook Grange Residential Care Home,1
Hillcare Group,1
Hillingdon Council,1
Hilton Hotel,1
Himalayan Encounters,1
Hinchingbrooke Hospital,1
Hindley Health Centre Pharmacy,1
Hirst Electrical Plant Hire Services UK Ltd,1
Holcroft Grange,1
Holderness Health – Hedon Group Practice.,1
Hounslow Borough Council,1
Howlish Hall Care Home,1
Insure and Co,1
Independent Monitoring Board,1
Ilkeston Community Hospital,1
Ilkley Town Council,1
Impact Housing Association,1
Improving Access to Psychological Therapies,1
In Mind Healthcare Group Ltd,1
Incarace,1
Independence Homes Limited,1
"Independent Futures, Southwinds Care Home",1
Independent Healthcare Providers Network,1
Independent Training Standards Scheme and Register,1
Huddersfield Royal Infirmary,1
Indesit Company,1
Indian Brasserie,1
Informa Healthcare,1
Inmind Healthcare Group,1
Inspector of Diving,1
Inspire You Care Ltd,1
Instastop Ltd,1
Institute of Directors,1
Institution of Gas Engineers,1
Ideal Care Home Ltd,1
Ice Hockey UK,1
IPRS Aeromed,1
IPCC,1
Hugo Boss UK,1
Hull City Council,1
Hull Combined Court Centre,1
Hull Royal Infirmary,1
"Hull and East Riding NHS Trust, The Local Medical Committee",1
Human Kind Charity,1
Human Race Limited,1
Human Resources,1
Humber & North Yorkshire Health and Care Partnership,1
Humber Bridge Board,1
Humber Teaching NHS Foundation Trust ,1
Humberside Police,1
Hunters Lodge Care Home,1
Hurst Hall Care Centre,1
Hylton View Care Home,1
Hywel Dda Health Board,1
BMI The Shelburne Hospital,1
Hywel Dda University Local Health Board,1
IOPC,1
Magenta Living Support Link,1
